,,,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,é¸àÕâ∑ìx,ìdírç∂ëO,ìdírâEëO,ìdírç∂å„,ëÊ021ì¸óÕ,ëÊÇOÇQÇQì¸óÕ,ëÊÇOÇQÇRì¸óÕ,ëÊÇOÇQÇSì¸óÕ,ëÊÇOÇQÇTì¸óÕ,ëÊÇOÇQÇUì¸óÕ,ëÊÇOÇQÇVì¸óÕ,ëÊÇOÇQÇWì¸óÕ,ëÊÇOÇQÇXì¸óÕ,ëÊÇOÇRÇOì¸óÕ,ëÊÇOÇRÇPì¸óÕ,ëÊÇOÇRÇQì¸óÕ,ëÊÇOÇRÇRì¸óÕ,ëÊÇOÇRÇSì¸óÕ,ëÊÇOÇRÇTì¸óÕ,ëÊÇOÇRÇUì¸óÕ,ëÊÇOÇRÇVì¸óÕ,ëÊÇOÇRÇWì¸óÕ,ëÊÇOÇRÇXì¸óÕ,ëÊÇOÇSÇOì¸óÕ,ëÊÇOÇSÇPì¸óÕ,ëÊÇOÇSÇQì¸óÕ,ëÊÇOÇSÇRì¸óÕ,ëÊÇOÇSÇSì¸óÕ,ëÊÇOÇSÇTì¸óÕ,ëÊÇOÇSÇUì¸óÕ,ëÊÇOÇSÇVì¸óÕ,ëÊÇOÇSÇWì¸óÕ,ëÊÇOÇSÇXì¸óÕ,ëÊÇOÇTÇOì¸óÕ,ëÊÇOÇTÇPì¸óÕ,ëÊÇOÇTÇQì¸óÕ,ëÊÇOÇTÇRì¸óÕ,ëÊÇOÇTÇSì¸óÕ,ëÊÇOÇTÇTì¸óÕ,ëÊÇOÇTÇUì¸óÕ,ëÊÇOÇTÇVì¸óÕ,ëÊÇOÇTÇWì¸óÕ,ëÊÇOÇTÇXì¸óÕ,ëÊÇOÇUÇOì¸óÕ,ëÊÇOÇUÇPì¸óÕ,ëÊÇOÇUÇQì¸óÕ,ëÊÇOÇUÇRì¸óÕ,ëÊÇOÇUÇSì¸óÕ,ëÊÇOÇUÇTì¸óÕ,ëÊÇOÇUÇUì¸óÕ,ëÊÇOÇUÇVì¸óÕ,ëÊÇOÇUÇWì¸óÕ,ëÊÇOÇUÇXì¸óÕ,ëÊÇOÇVÇOì¸óÕ,ëÊÇOÇVÇPì¸óÕ,ëÊÇOÇVÇQì¸óÕ,ëÊÇOÇVÇRì¸óÕ,ëÊÇOÇVÇSì¸óÕ,ëÊÇOÇVÇTì¸óÕ,ëÊÇOÇVÇUì¸óÕ,ëÊÇOÇVÇVì¸óÕ,ëÊÇOÇVÇWì¸óÕ,ëÊÇOÇVÇXì¸óÕ,ëÊÇOÇWÇOì¸óÕ,ëÊÇOÇWÇPì¸óÕ,ëÊÇOÇWÇQì¸óÕ,ëÊÇOÇWÇRì¸óÕ,ëÊÇOÇWÇSì¸óÕ,ëÊÇOÇWÇTì¸óÕ,ëÊÇOÇWÇUì¸óÕ,ëÊÇOÇWÇVì¸óÕ,ëÊÇOÇWÇWì¸óÕ,ëÊÇOÇWÇXì¸óÕ,ëÊÇOÇXÇOì¸óÕ,ëÊÇOÇXÇPì¸óÕ,ëÊÇOÇXÇQì¸óÕ,ëÊÇOÇXÇRì¸óÕ,ëÊÇOÇXÇSì¸óÕ,ëÊÇOÇXÇTì¸óÕ,ëÊÇOÇXÇUì¸óÕ,ëÊÇOÇXÇVì¸óÕ,ëÊÇOÇXÇWì¸óÕ,ëÊÇOÇXÇXì¸óÕ,ëÊÇPÇOÇOì¸óÕ,ëÊÇPÇOÇPì¸óÕ,ëÊÇPÇOÇQì¸óÕ,ëÊÇPÇOÇRì¸óÕ,ëÊÇPÇOÇSì¸óÕ,ëÊÇPÇOÇTì¸óÕ,ëÊÇPÇOÇUì¸óÕ,ëÊÇPÇOÇVì¸óÕ,ëÊÇPÇOÇWì¸óÕ,ëÊÇPÇOÇXì¸óÕ,ëÊÇPÇPÇOì¸óÕ,ëÊÇPÇPÇPì¸óÕ,ëÊÇPÇPÇQì¸óÕ,ëÊÇPÇPÇRì¸óÕ,ëÊÇPÇPÇSì¸óÕ,ëÊÇPÇPÇTì¸óÕ,ëÊÇPÇPÇUì¸óÕ,ëÊÇPÇPÇVì¸óÕ,ëÊÇPÇPÇWì¸óÕ,ëÊÇPÇPÇXì¸óÕ,ëÊÇPÇQÇOì¸óÕ,ëÊÇPÇQÇPì¸óÕ,ëÊÇPÇQÇQì¸óÕ,ëÊÇPÇQÇRì¸óÕ,ëÊÇPÇQÇSì¸óÕ,ëÊÇPÇQÇTì¸óÕ,ëÊÇPÇQÇUì¸óÕ,ëÊÇPÇQÇVì¸óÕ,ëÊÇPÇQÇWì¸óÕ
2023/11/24,12:51:57,0,    3.3959,    3.3823,    3.3813,    3.3849,    3.3891,    3.3909,    3.3872,    3.3828,    3.3972,    3.3993,    3.4012,    3.4084,    3.3811,    3.3804,    3.3909,    3.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:51:57,5,    3.3957,    3.3824,    3.3800,    3.3849,    3.3891,    3.3909,    3.3872,    3.3828,    3.3972,    3.3993,    3.4008,    3.4078,    3.3811,    3.3804,    3.3909,    3.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:51:58,0,    3.3955,    3.3821,    3.3797,    3.3832,    3.3877,    3.3898,    3.3865,    3.3826,    3.3972,    3.3981,    3.3998,    3.4075,    3.3811,    3.3804,    3.3909,    3.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:51:58,5,    3.3945,    3.3816,    3.3793,    3.3830,    3.3872,    3.3898,    3.3865,    3.3826,    3.3972,    3.3981,    3.3998,    3.4070,    3.3800,    3.3796,    3.3895,    3.3882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:51:59,0,    3.3945,    3.3816,    3.3793,    3.3830,    3.3872,    3.3896,    3.3853,    3.3821,    3.3970,    3.3984,    3.3998,    3.4068,    3.3797,    3.3790,    3.3888,    3.3876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:51:59,5,    3.3936,    3.3810,    3.3790,    3.3830,    3.3865,    3.3888,    3.3848,    3.3812,    3.3963,    3.3981,    3.3999,    3.4056,    3.3797,    3.3790,    3.3888,    3.3876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:00,0,    3.3936,    3.3807,    3.3779,    3.3816,    3.3863,    3.3877,    3.3850,    3.3812,    3.3962,    3.3981,    3.3999,    3.4056,    3.3790,    3.3787,    3.3884,    3.3871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:00,5,    3.3931,    3.3802,    3.3779,    3.3821,    3.3855,    3.3883,    3.3846,    3.3805,    3.3956,    3.3981,    3.3991,    3.4059,    3.3790,    3.3787,    3.3882,    3.3871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:01,0,    3.3924,    3.3800,    3.3783,    3.3818,    3.3853,    3.3883,    3.3846,    3.3805,    3.3956,    3.3981,    3.3991,    3.4057,    3.3784,    3.3780,    3.3879,    3.3866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:01,5,    3.3924,    3.3800,    3.3783,    3.3818,    3.3853,    3.3874,    3.3837,    3.3804,    3.3953,    3.3981,    3.3982,    3.4056,    3.3786,    3.3775,    3.3874,    3.3861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:02,0,    3.3917,    3.3795,    3.3774,    3.3809,    3.3851,    3.3874,    3.3834,    3.3805,    3.3956,    3.3967,    3.3985,    3.4054,    3.3786,    3.3775,    3.3874,    3.3861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:02,5,    3.3917,    3.3788,    3.3769,    3.3807,    3.3844,    3.3863,    3.3834,    3.3800,    3.3956,    3.3967,    3.3985,    3.4054,    3.3781,    3.3771,    3.3872,    3.3859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:03,0,    3.3905,    3.3781,    3.3766,    3.3806,    3.3842,    3.3867,    3.3836,    3.3793,    3.3948,    3.3967,    3.3975,    3.4047,    3.3781,    3.3771,    3.3872,    3.3859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:03,5,    3.3905,    3.3781,    3.3766,    3.3806,    3.3842,    3.3867,    3.3836,    3.3793,    3.3948,    3.3967,    3.3975,    3.4047,    3.3776,    3.3768,    3.3861,    3.3845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:04,0,    3.3905,    3.3781,    3.3767,    3.3793,    3.3834,    3.3856,    3.3823,    3.3790,    3.3949,    3.3965,    3.3977,    3.4047,    3.3776,    3.3768,    3.3861,    3.3845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:04,5,    3.3896,    3.3779,    3.3759,    3.3793,    3.3832,    3.3853,    3.3815,    3.3784,    3.3944,    3.3962,    3.3975,    3.4047,    3.3776,    3.3768,    3.3861,    3.3845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:05,0,    3.3896,    3.3779,    3.3759,    3.3793,    3.3832,    3.3844,    3.3818,    3.3779,    3.3941,    3.3958,    3.3966,    3.4029,    3.3769,    3.3762,    3.3856,    3.3838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:05,5,    3.3896,    3.3779,    3.3759,    3.3793,    3.3832,    3.3844,    3.3818,    3.3779,    3.3941,    3.3958,    3.3966,    3.4029,    3.3762,    3.3757,    3.3851,    3.3836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:06,0,    3.3896,    3.3779,    3.3759,    3.3793,    3.3832,    3.3844,    3.3818,    3.3779,    3.3941,    3.3958,    3.3966,    3.4029,    3.3762,    3.3754,    3.3845,    3.3831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:06,5,    3.3882,    3.3767,    3.3748,    3.3781,    3.3814,    3.3827,    3.3806,    3.3781,    3.3937,    3.3949,    3.3964,    3.4035,    3.3758,    3.3754,    3.3838,    3.3831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:07,0,    3.3872,    3.3765,    3.3743,    3.3781,    3.3814,    3.3827,    3.3806,    3.3781,    3.3937,    3.3956,    3.3963,    3.4029,    3.3755,    3.3748,    3.3838,    3.3831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:07,5,    3.3872,    3.3765,    3.3743,    3.3779,    3.3812,    3.3830,    3.3801,    3.3770,    3.3932,    3.3953,    3.3956,    3.4029,    3.3751,    3.3747,    3.3833,    3.3820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:08,0,    3.3870,    3.3758,    3.3744,    3.3783,    3.3807,    3.3832,    3.3801,    3.3758,    3.3934,    3.3951,    3.3961,    3.4028,    3.3751,    3.3747,    3.3833,    3.3820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:08,5,    3.3868,    3.3754,    3.3741,    3.3774,    3.3804,    3.3823,    3.3794,    3.3763,    3.3934,    3.3951,    3.3961,    3.4028,    3.3746,    3.3741,    3.3831,    3.3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:09,0,    3.3863,    3.3751,    3.3736,    3.3765,    3.3798,    3.3821,    3.3795,    3.3758,    3.3925,    3.3944,    3.3954,    3.4021,    3.3746,    3.3734,    3.3828,    3.3812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:09,5,    3.3858,    3.3751,    3.3730,    3.3765,    3.3798,    3.3821,    3.3795,    3.3758,    3.3925,    3.3944,    3.3952,    3.4021,    3.3744,    3.3734,    3.3826,    3.3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:10,0,    3.3858,    3.3751,    3.3730,    3.3767,    3.3791,    3.3814,    3.3785,    3.3758,    3.3925,    3.3939,    3.3952,    3.4021,    3.3739,    3.3731,    3.3823,    3.3808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:10,5,    3.3857,    3.3744,    3.3729,    3.3760,    3.3793,    3.3811,    3.3781,    3.3751,    3.3923,    3.3935,    3.3950,    3.4015,    3.3739,    3.3731,    3.3823,    3.3808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:11,0,    3.3854,    3.3744,    3.3720,    3.3760,    3.3791,    3.3802,    3.3780,    3.3751,    3.3923,    3.3935,    3.3950,    3.4015,    3.3739,    3.3733,    3.3818,    3.3805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:11,5,    3.3849,    3.3742,    3.3722,    3.3758,    3.3783,    3.3802,    3.3778,    3.3746,    3.3918,    3.3932,    3.3947,    3.4006,    3.3732,    3.3730,    3.3814,    3.3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/24,12:52:12,0,    3.3845,    3.3740,    3.3722,    3.3758,    3.3783,    3.3802,    3.3778,    3.3746,    3.3923,    3.3935,    3.3943,    3.4010,    3.3734,    3.3725,    3.3814,    3.3798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
