,,,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,é¸àÕâ∑ìx,ìdírç∂ëO,ìdírâEëO,ìdírç∂å„,ëÊ021ì¸óÕ,ëÊÇOÇQÇQì¸óÕ,ëÊÇOÇQÇRì¸óÕ,ëÊÇOÇQÇSì¸óÕ,ëÊÇOÇQÇTì¸óÕ,ëÊÇOÇQÇUì¸óÕ,ëÊÇOÇQÇVì¸óÕ,ëÊÇOÇQÇWì¸óÕ,ëÊÇOÇQÇXì¸óÕ,ëÊÇOÇRÇOì¸óÕ,ëÊÇOÇRÇPì¸óÕ,ëÊÇOÇRÇQì¸óÕ,ëÊÇOÇRÇRì¸óÕ,ëÊÇOÇRÇSì¸óÕ,ëÊÇOÇRÇTì¸óÕ,ëÊÇOÇRÇUì¸óÕ,ëÊÇOÇRÇVì¸óÕ,ëÊÇOÇRÇWì¸óÕ,ëÊÇOÇRÇXì¸óÕ,ëÊÇOÇSÇOì¸óÕ,ëÊÇOÇSÇPì¸óÕ,ëÊÇOÇSÇQì¸óÕ,ëÊÇOÇSÇRì¸óÕ,ëÊÇOÇSÇSì¸óÕ,ëÊÇOÇSÇTì¸óÕ,ëÊÇOÇSÇUì¸óÕ,ëÊÇOÇSÇVì¸óÕ,ëÊÇOÇSÇWì¸óÕ,ëÊÇOÇSÇXì¸óÕ,ëÊÇOÇTÇOì¸óÕ,ëÊÇOÇTÇPì¸óÕ,ëÊÇOÇTÇQì¸óÕ,ëÊÇOÇTÇRì¸óÕ,ëÊÇOÇTÇSì¸óÕ,ëÊÇOÇTÇTì¸óÕ,ëÊÇOÇTÇUì¸óÕ,ëÊÇOÇTÇVì¸óÕ,ëÊÇOÇTÇWì¸óÕ,ëÊÇOÇTÇXì¸óÕ,ëÊÇOÇUÇOì¸óÕ,ëÊÇOÇUÇPì¸óÕ,ëÊÇOÇUÇQì¸óÕ,ëÊÇOÇUÇRì¸óÕ,ëÊÇOÇUÇSì¸óÕ,ëÊÇOÇUÇTì¸óÕ,ëÊÇOÇUÇUì¸óÕ,ëÊÇOÇUÇVì¸óÕ,ëÊÇOÇUÇWì¸óÕ,ëÊÇOÇUÇXì¸óÕ,ëÊÇOÇVÇOì¸óÕ,ëÊÇOÇVÇPì¸óÕ,ëÊÇOÇVÇQì¸óÕ,ëÊÇOÇVÇRì¸óÕ,ëÊÇOÇVÇSì¸óÕ,ëÊÇOÇVÇTì¸óÕ,ëÊÇOÇVÇUì¸óÕ,ëÊÇOÇVÇVì¸óÕ,ëÊÇOÇVÇWì¸óÕ,ëÊÇOÇVÇXì¸óÕ,ëÊÇOÇWÇOì¸óÕ,ëÊÇOÇWÇPì¸óÕ,ëÊÇOÇWÇQì¸óÕ,ëÊÇOÇWÇRì¸óÕ,ëÊÇOÇWÇSì¸óÕ,ëÊÇOÇWÇTì¸óÕ,ëÊÇOÇWÇUì¸óÕ,ëÊÇOÇWÇVì¸óÕ,ëÊÇOÇWÇWì¸óÕ,ëÊÇOÇWÇXì¸óÕ,ëÊÇOÇXÇOì¸óÕ,ëÊÇOÇXÇPì¸óÕ,ëÊÇOÇXÇQì¸óÕ,ëÊÇOÇXÇRì¸óÕ,ëÊÇOÇXÇSì¸óÕ,ëÊÇOÇXÇTì¸óÕ,ëÊÇOÇXÇUì¸óÕ,ëÊÇOÇXÇVì¸óÕ,ëÊÇOÇXÇWì¸óÕ,ëÊÇOÇXÇXì¸óÕ,ëÊÇPÇOÇOì¸óÕ,ëÊÇPÇOÇPì¸óÕ,ëÊÇPÇOÇQì¸óÕ,ëÊÇPÇOÇRì¸óÕ,ëÊÇPÇOÇSì¸óÕ,ëÊÇPÇOÇTì¸óÕ,ëÊÇPÇOÇUì¸óÕ,ëÊÇPÇOÇVì¸óÕ,ëÊÇPÇOÇWì¸óÕ,ëÊÇPÇOÇXì¸óÕ,ëÊÇPÇPÇOì¸óÕ,ëÊÇPÇPÇPì¸óÕ,ëÊÇPÇPÇQì¸óÕ,ëÊÇPÇPÇRì¸óÕ,ëÊÇPÇPÇSì¸óÕ,ëÊÇPÇPÇTì¸óÕ,ëÊÇPÇPÇUì¸óÕ,ëÊÇPÇPÇVì¸óÕ,ëÊÇPÇPÇWì¸óÕ,ëÊÇPÇPÇXì¸óÕ,ëÊÇPÇQÇOì¸óÕ,ëÊÇPÇQÇPì¸óÕ,ëÊÇPÇQÇQì¸óÕ,ëÊÇPÇQÇRì¸óÕ,ëÊÇPÇQÇSì¸óÕ,ëÊÇPÇQÇTì¸óÕ,ëÊÇPÇQÇUì¸óÕ,ëÊÇPÇQÇVì¸óÕ,ëÊÇPÇQÇWì¸óÕ
2023/11/22,14:00:52,5,    3.3226,    3.3215,    3.3226,    3.3217,    3.3223,    3.3221,    3.3225,    3.3230,    3.3227,    3.3237,    3.3226,    3.3240,    3.3232,    3.3228,    3.3231,    3.3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:00:53,0,    3.3226,    3.3215,    3.3226,    3.3217,    3.3222,    3.3224,    3.3221,    3.3232,    3.3235,    3.3245,    3.3226,    3.3244,    3.3237,    3.3228,    3.3228,    3.3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:00:53,5,    3.3225,    3.3217,    3.3223,    3.3216,    3.3220,    3.3222,    3.3221,    3.3232,    3.3235,    3.3245,    3.3226,    3.3244,    3.3237,    3.3228,    3.3228,    3.3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:00:54,0,    3.3225,    3.3218,    3.3223,    3.3221,    3.3220,    3.3217,    3.3225,    3.3232,    3.3225,    3.3235,    3.3228,    3.3239,    3.3234,    3.3231,    3.3228,    3.3240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:00:54,5,    3.3226,    3.3211,    3.3223,    3.3221,    3.3220,    3.3217,    3.3225,    3.3232,    3.3225,    3.3240,    3.3231,    3.3240,    3.3234,    3.3231,    3.3226,    3.3240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:00:55,0,    3.3232,    3.3220,    3.3219,    3.3224,    3.3220,    3.3221,    3.3223,    3.3232,    3.3225,    3.3235,    3.3233,    3.3240,    3.3230,    3.3228,    3.3226,    3.3240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:00:55,5,    3.3232,    3.3220,    3.3219,    3.3224,    3.3220,    3.3221,    3.3226,    3.3229,    3.3230,    3.3245,    3.3229,    3.3233,    3.3237,    3.3231,    3.3226,    3.3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:00:56,0,    3.3225,    3.3217,    3.3219,    3.3221,    3.3216,    3.3221,    3.3221,    3.3229,    3.3230,    3.3245,    3.3229,    3.3233,    3.3237,    3.3231,    3.3226,    3.3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:00:56,5,    3.3226,    3.3217,    3.3221,    3.3223,    3.3218,    3.3224,    3.3218,    3.3230,    3.3239,    3.3240,    3.3229,    3.3242,    3.3235,    3.3233,    3.3231,    3.3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:00:57,0,    3.3226,    3.3217,    3.3218,    3.3219,    3.3218,    3.3224,    3.3218,    3.3230,    3.3239,    3.3237,    3.3229,    3.3240,    3.3234,    3.3231,    3.3230,    3.3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:00:57,5,    3.3226,    3.3217,    3.3218,    3.3219,    3.3220,    3.3219,    3.3219,    3.3234,    3.3230,    3.3238,    3.3233,    3.3242,    3.3234,    3.3231,    3.3230,    3.3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:00:58,0,    3.3230,    3.3217,    3.3223,    3.3223,    3.3215,    3.3224,    3.3223,    3.3234,    3.3227,    3.3238,    3.3234,    3.3237,    3.3234,    3.3231,    3.3230,    3.3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:00:58,5,    3.3219,    3.3217,    3.3223,    3.3223,    3.3215,    3.3224,    3.3218,    3.3230,    3.3232,    3.3245,    3.3228,    3.3240,    3.3234,    3.3229,    3.3231,    3.3240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:00:59,0,    3.3219,    3.3218,    3.3219,    3.3217,    3.3220,    3.3224,    3.3225,    3.3239,    3.3235,    3.3245,    3.3228,    3.3240,    3.3235,    3.3233,    3.3228,    3.3239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:00:59,5,    3.3223,    3.3223,    3.3225,    3.3216,    3.3220,    3.3222,    3.3223,    3.3232,    3.3232,    3.3237,    3.3233,    3.3240,    3.3235,    3.3233,    3.3231,    3.3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:01:00,0,    3.3223,    3.3213,    3.3225,    3.3224,    3.3223,    3.3222,    3.3223,    3.3232,    3.3232,    3.3237,    3.3233,    3.3242,    3.3234,    3.3229,    3.3226,    3.3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:01:00,5,    3.3223,    3.3213,    3.3225,    3.3224,    3.3223,    3.3221,    3.3218,    3.3232,    3.3232,    3.3242,    3.3231,    3.3237,    3.3235,    3.3228,    3.3230,    3.3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:01:01,0,    3.3228,    3.3215,    3.3221,    3.3224,    3.3222,    3.3222,    3.3225,    3.3230,    3.3230,    3.3237,    3.3226,    3.3242,    3.3235,    3.3228,    3.3230,    3.3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:01:01,5,    3.3228,    3.3220,    3.3223,    3.3221,    3.3216,    3.3226,    3.3221,    3.3230,    3.3230,    3.3237,    3.3226,    3.3242,    3.3232,    3.3231,    3.3231,    3.3240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:01:02,0,    3.3225,    3.3217,    3.3221,    3.3219,    3.3218,    3.3221,    3.3221,    3.3229,    3.3230,    3.3238,    3.3226,    3.3237,    3.3232,    3.3231,    3.3231,    3.3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:01:02,5,    3.3228,    3.3220,    3.3221,    3.3219,    3.3218,    3.3221,    3.3221,    3.3229,    3.3230,    3.3238,    3.3229,    3.3246,    3.3235,    3.3229,    3.3230,    3.3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:01:03,0,    3.3228,    3.3220,    3.3221,    3.3219,    3.3218,    3.3221,    3.3221,    3.3229,    3.3230,    3.3238,    3.3229,    3.3246,    3.3235,    3.3229,    3.3230,    3.3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:01:03,5,    3.3228,    3.3220,    3.3221,    3.3219,    3.3218,    3.3221,    3.3221,    3.3229,    3.3230,    3.3238,    3.3229,    3.3246,    3.3234,    3.3228,    3.3231,    3.3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:01:04,0,    3.3228,    3.3217,    3.3216,    3.3221,    3.3213,    3.3217,    3.3223,    3.3232,    3.3225,    3.3238,    3.3226,    3.3239,    3.3234,    3.3228,    3.3231,    3.3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:01:04,5,    3.3233,    3.3218,    3.3221,    3.3221,    3.3225,    3.3222,    3.3225,    3.3232,    3.3225,    3.3238,    3.3226,    3.3239,    3.3232,    3.3233,    3.3230,    3.3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:01:05,0,    3.3226,    3.3218,    3.3228,    3.3219,    3.3216,    3.3226,    3.3216,    3.3239,    3.3241,    3.3242,    3.3228,    3.3239,    3.3232,    3.3229,    3.3228,    3.3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:01:05,5,    3.3223,    3.3217,    3.3219,    3.3219,    3.3216,    3.3226,    3.3216,    3.3239,    3.3241,    3.3240,    3.3228,    3.3233,    3.3235,    3.3228,    3.3228,    3.3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:01:06,0,    3.3219,    3.3220,    3.3219,    3.3217,    3.3220,    3.3217,    3.3221,    3.3234,    3.3232,    3.3242,    3.3231,    3.3240,    3.3235,    3.3229,    3.3224,    3.3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:01:06,5,    3.3219,    3.3220,    3.3219,    3.3217,    3.3220,    3.3221,    3.3221,    3.3236,    3.3227,    3.3237,    3.3229,    3.3242,    3.3235,    3.3229,    3.3224,    3.3240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:01:07,0,    3.3219,    3.3220,    3.3219,    3.3217,    3.3220,    3.3221,    3.3221,    3.3236,    3.3227,    3.3237,    3.3229,    3.3242,    3.3234,    3.3229,    3.3228,    3.3240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/22,14:01:07,5,    3.3219,    3.3220,    3.3219,    3.3217,    3.3220,    3.3221,    3.3221,    3.3236,    3.3227,    3.3237,    3.3229,    3.3242,    3.3232,    3.3228,    3.3230,    3.3239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
